CID	CanonicalSMILES	IUPACName	result	binding
62287286	CC(C)N(CC1CC1)C2=NN=C(C=C2)CNC(C)(C)C	6-[(tert-butylamino)methyl]-N-(cyclopropylmethyl)-N-propan-2-ylpyridazin-3-amine	0	0
51006222	CC(C1=CC=CC=C1)NC(=O)C2C3CCC(C3)C2C(=O)[O-]	(1R,2R,3R,4S)-3-[[(1S)-1-phenylethyl]carbamoyl]bicyclo[2.2.1]heptane-2-carboxylate	0	0
107525574	C1=CC(=C(C=C1F)F)C(CSC2=NC=CO2)N	1-(2,4-difluorophenyl)-2-(1,3-oxazol-2-ylsulfanyl)ethanamine	0	0
100122587	CC(C(=O)NC(C)(C)C)N(CC1=CC=CC=C1)C(=O)CN2C3=CC=CC4=C3C(=CC=C4)C2=O	(2S)-2-[benzyl-[2-(2-oxobenzo[cd]indol-1-yl)acetyl]amino]-N-tert-butylpropanamide	0	0
42804839	C1CN(CCN1CC=CC2=CC=CC=C2)C(=O)CC(C3=CC(=C(C=C3)Cl)C(F)(F)F)C4=CNC5=CC=CC=C54	3-[4-chloro-3-(trifluoromethyl)phenyl]-3-(1H-indol-3-yl)-1-[4-[(E)-3-phenylprop-2-enyl]piperazin-1-yl]propan-1-one	0	0
44446020	CC1=NN=C(N1CC2=CC=CC=C2)SCC3=CC=CC=C3	4-benzyl-3-benzylsulfanyl-5-methyl-1,2,4-triazole	0	0
265575	CC(=O)NC1=NC2=C(C(=N1)Cl)N=CN2C3C(CC(O3)COC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5	[5-(2-acetamido-6-chloropurin-9-yl)-4-benzoyloxyoxolan-2-yl]methyl benzoate	0	0
85865347	CC1(OC2=C(O1)C=C(C=C2)[N+](=O)[O-])CCC3=CC=CC=C3	2-methyl-5-nitro-2-(2-phenylethyl)-1,3-benzodioxole	0	0
54572127	C1=CC=C(C=C1)S(=O)(=O)NCCN2C=C(C3=CC=CC=C32)CN4C=CN=C4	N-[2-[3-(imidazol-1-ylmethyl)indol-1-yl]ethyl]benzenesulfonamide	0	0
130819341	CSC1=C(SC2=C1C=C(C=C2)C=O)O	2-hydroxy-3-methylsulfanyl-1-benzothiophene-5-carbaldehyde	0	0
5285965	CC1=CC=CC(=C1)C(=O)NN=CC2=CC=CC=C2OC(=O)C=CC3=CC=CC=C3	[2-[[(3-methylbenzoyl)hydrazinylidene]methyl]phenyl] (E)-3-phenylprop-2-enoate	0	0
13768298	CC1=C2C(=C(C(=C1C)OC(C)(C)CO)C)CCC(O2)(C)C	2-methyl-2-[(2,2,5,7,8-pentamethyl-3,4-dihydrochromen-6-yl)oxy]propan-1-ol	0	0
74498435	CC1=C(C=NN1C)C[NH+]2CCC(CC2)C(CC3=CC=CC=C3Cl)N(C)C(=O)C4=CC=CO4	N-[2-(2-chlorophenyl)-1-[1-[(1,5-dimethylpyrazol-4-yl)methyl]piperidin-1-ium-4-yl]ethyl]-N-methylfuran-2-carboxamide	0	0
111696455	CCCCCCOCC(=O)NC1C(CC2=CC=CC=C12)O	2-hexoxy-N-(2-hydroxy-2,3-dihydro-1H-inden-1-yl)acetamide	0	0
116152041	CC1=C(N=C(N=C1NC)C2CC2)NC3CCS(=O)CC3	2-cyclopropyl-6-N,5-dimethyl-4-N-(1-oxothian-4-yl)pyrimidine-4,6-diamine	0	0
10643000	CC1CC(C2(C13CC(C(C24COC4=O)(C(=O)OC)O)OC(=O)C3O)O)O	methyl (1S,2R,4R,5R,6R,7R,8R,11R)-4,5,7,11-tetrahydroxy-2-methyl-2',10-dioxospiro[9-oxatricyclo[6.3.1.01,5]dodecane-6,3'-oxetane]-7-carboxylate	0	0
3582970	COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O)NC(=O)C=CC3=CC=CO3	2-[[3-[3-(furan-2-yl)prop-2-enoylamino]-4-methoxybenzoyl]amino]benzoic acid	0	0
108789263	CCC1=CC=CC(=C1NC(=O)C2=C(N(N=C2)C)N(C)S(=O)(=O)C3=CC=C(C=C3)C)C	N-(2-ethyl-6-methylphenyl)-1-methyl-5-[methyl-(4-methylphenyl)sulfonylamino]pyrazole-4-carboxamide	0	0
112596407	CNC1=NN=C(N1C)CC2=CC(=C(C=C2)OC)OC	5-[(3,4-dimethoxyphenyl)methyl]-N,4-dimethyl-1,2,4-triazol-3-amine	0	0
64126355	CCC1CCNC(C1)C(C)(C2CCCNC2)O	1-(4-ethylpiperidin-2-yl)-1-piperidin-3-ylethanol	0	0
54979613	CNC1=CC=CC=C1C(=O)N2CCCCC2C(=O)N	1-[2-(methylamino)benzoyl]piperidine-2-carboxamide	0	0
51070642	CC1=CC(=C(C=C1)C2=CC(=NO2)CN(CCOC)S(=O)(=O)C3=CC=CC=C3)C	N-[[5-(2,4-dimethylphenyl)-1,2-oxazol-3-yl]methyl]-N-(2-methoxyethyl)benzenesulfonamide	0	0
120905194	CCC1(CN(CCS1)CC2=CN=C(S2)N)CC.Cl	5-[(2,2-diethylthiomorpholin-4-yl)methyl]-1,3-thiazol-2-amine;hydrochloride	0	0
46922271	CCC1CCCCN1C(=O)CSC2=NC3=C(C(=O)N2CC(C)C)SC=C3	2-[2-(2-ethylpiperidin-1-yl)-2-oxoethyl]sulfanyl-3-(2-methylpropyl)thieno[3,2-d]pyrimidin-4-one	0	0
20313472	C(CBr)C(=C(CCBr)C(=O)[O-])C(=O)[O-]	(Z)-2,3-bis(2-bromoethyl)but-2-enedioate	0	0
61324434	CC(C)(C)C(C1=NOC(=N1)CC(F)(F)F)N	2,2-dimethyl-1-[5-(2,2,2-trifluoroethyl)-1,2,4-oxadiazol-3-yl]propan-1-amine	0	0
96994124	CC1=CC=CC2=C1CCNC2C3=CN=C(C=N3)C	(1S)-5-methyl-1-(5-methylpyrazin-2-yl)-1,2,3,4-tetrahydroisoquinoline	0	0
32681958	COC1=C(C=C(C=C1)C[NH+]2CCN(CC2)C3=C4C5=C(CCCCC5)SC4=NC=N3)F	3-[4-[(3-fluoro-4-methoxyphenyl)methyl]piperazin-4-ium-1-yl]-8-thia-4,6-diazatricyclo[7.5.0.02,7]tetradeca-1(9),2,4,6-tetraene	0	0
69484258	CC1CCN(CC1N(C)C2=C3C=CNC3=NC=C2)C(=O)C4=CC=NO4	[4-methyl-3-[methyl(1H-pyrrolo[2,3-b]pyridin-4-yl)amino]piperidin-1-yl]-(1,2-oxazol-5-yl)methanone	0	0
37806474	C1CC1C2=NN(C(=C2)C(=O)NCC3=CC(=CC=C3)NC(=O)C4=CN=CC=C4)C5=CC=CC=C5	N-[3-[[(5-cyclopropyl-2-phenylpyrazole-3-carbonyl)amino]methyl]phenyl]pyridine-3-carboxamide	0	0
51874284	CC(C(=O)NC1=NC(=CS1)C2=CC(=CC=C2)[N+](=O)[O-])SC3=NN=C4N3C=C(C=C4Cl)Cl	(2R)-2-[(6,8-dichloro-[1,2,4]triazolo[4,3-a]pyridin-3-yl)sulfanyl]-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]propanamide	0	0
90165254	CC1C(=O)NC(CCCCCOCC(C(=O)N1)N)C(=O)OC	methyl (3S,6S,9S)-3-amino-6-methyl-4,7-dioxo-1-oxa-5,8-diazacyclotetradecane-9-carboxylate	0	0
357768	CC(C)C(=O)NS(=O)(=O)C1=CC=CC=C1	N-(benzenesulfonyl)-2-methylpropanamide	0	0
8092051	CC(C(=O)NC1CC1)N2C(SCC2=O)C3=CC=C(C=C3)OC	(2S)-N-cyclopropyl-2-[(2R)-2-(4-methoxyphenyl)-4-oxo-1,3-thiazolidin-3-yl]propanamide	0	0
30114885	CC1=C(C(=NN1C2CCS(=O)(=O)C2)C)CCC(=O)O	3-[1-[(3S)-1,1-dioxothiolan-3-yl]-3,5-dimethylpyrazol-4-yl]propanoic acid	0	0
13375963	CC1=C(C=CC=C1COCC(C)(C)C2=CC(=C(C=C2)Cl)Cl)C3=CC=C(C=C3)F	1,2-dichloro-4-[1-[[3-(4-fluorophenyl)-2-methylphenyl]methoxy]-2-methylpropan-2-yl]benzene	0	0
94554290	C1CN(C(=O)OC1)C(C2CC2)C(=O)O	(2R)-2-cyclopropyl-2-(2-oxo-1,3-oxazinan-3-yl)acetic acid	0	0
68020418	[B]=CC1CC(C(C1CCC(=O)CCC2=CC(=C(S2)C)Br)CC=CCCCC(=O)O)O	[(1R,2S,3R)-2-[5-(4-bromo-5-methylthiophen-2-yl)-3-oxopentyl]-3-[(Z)-6-carboxyhex-2-enyl]-4-hydroxycyclopentyl]methylideneboron	0	0
57359743	CCCCCCCCC1=C(C=CC(=C1CCCCCCC)Cl)C(=O)N	4-chloro-3-heptyl-2-octylbenzamide	0	0
94613951	CCC(C)C(C1=NC2=CC=CC=C2N1)NC(=O)CCNC(=O)OC(C)(C)C	tert-butyl N-[3-[[(1S,2S)-1-(1H-benzimidazol-2-yl)-2-methylbutyl]amino]-3-oxopropyl]carbamate	0	0
110226536	CC1=NC(=C2N1C=CC=C2)C3CCN(C3)C(=O)CC(C)C	3-methyl-1-[3-(3-methylimidazo[1,5-a]pyridin-1-yl)pyrrolidin-1-yl]butan-1-one	0	0
78681750	CC1=CC(=CC=C1)N=C(N)SCC2NC3C(C(=CS3)C4=CC=CC=C4)C(=O)N2	(4-oxo-5-phenyl-2,3,4a,7a-tetrahydro-1H-thieno[2,3-d]pyrimidin-2-yl)methyl N'-(3-methylphenyl)carbamimidothioate	0	0
101950767	CC1CCC(C(=CCCOCC2=CC=C(C=C2)OC)C1=O)C(=C)CCl	(2Z,3R,6R)-3-(3-chloroprop-1-en-2-yl)-2-[3-[(4-methoxyphenyl)methoxy]propylidene]-6-methylcyclohexan-1-one	0	0
46772502	CCSC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)N(CC3=CC=C(C=C3)Cl)S(=O)(=O)C	4-[(4-chlorophenyl)methyl-methylsulfonylamino]-N-(2-ethylsulfanylphenyl)benzamide	0	0
78795332	CC1=C(C=CC(=C1)F)NCC2=NN=C(O2)C3=CC=C(C=C3)F	4-fluoro-N-[[5-(4-fluorophenyl)-1,3,4-oxadiazol-2-yl]methyl]-2-methylaniline	0	0
123367612	CC1CC(=O)C(C(=O)N1CC2=CC=C(C=C2)OC(F)(F)F)C(=O)NCC(=O)O	2-[[6-methyl-2,4-dioxo-1-[[4-(trifluoromethoxy)phenyl]methyl]piperidine-3-carbonyl]amino]acetic acid	0	0
12953646	C1C(C(=O)C2=C(O1)C=C(C=C2)O)N3C=CN=C3	7-hydroxy-3-imidazol-1-yl-2,3-dihydrochromen-4-one	0	0
11114721	CC(C)(C)C1=CC2=CC(=C3C(=C2C=C1)CCC4(O3)C5=C(C=C(C=C5)C(C)(C)C)C=C(C4=O)CBr)CBr	3',5-bis(bromomethyl)-6',8-ditert-butylspiro[1,2-dihydrobenzo[f]chromene-3,1'-naphthalene]-2'-one	0	0
16837151	CCCN1CCCC2=C1C=CC(=C2)CCNC(=O)C3=CC=CC=C3F	2-fluoro-N-[2-(1-propyl-3,4-dihydro-2H-quinolin-6-yl)ethyl]benzamide	0	0
54566027	CN(C)C=CC1=C(N2C(C(C2=O)NC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)OC1)COC(C6=CC=CC=C6)C7=CC=CC=C7	2-(benzhydryloxymethyl)-3-[2-(dimethylamino)ethenyl]-7-(tritylamino)-5-oxa-1-azabicyclo[4.2.0]oct-2-en-8-one	0	0
70340775	CC(=O)OC1=CC=CC(=C1)C23CCN(CC2(CCC(C3)N(C)C(=O)CCCCCC4=CC=CC=C4)O)CC=C	[3-[(4aS,6R,8aR)-8a-hydroxy-6-[methyl(6-phenylhexanoyl)amino]-2-prop-2-enyl-3,4,5,6,7,8-hexahydro-1H-isoquinolin-4a-yl]phenyl] acetate	0	0
16345450	CN1C2=CC=CC=C2N=C1CNC(=O)C3CC(=O)N(C3)C4=CC5=C(C=C4)OCCO5	1-(2,3-dihydro-1,4-benzodioxin-6-yl)-N-[(1-methylbenzimidazol-2-yl)methyl]-5-oxopyrrolidine-3-carboxamide	0	0
28655444	CC(CCC1=CC=C(C=C1)O)[NH2+]C(C)C2=CN=CC=C2	[(2S)-4-(4-hydroxyphenyl)butan-2-yl]-[(1S)-1-pyridin-3-ylethyl]azanium	0	0
37441221	C[NH+]1CCN(CC1)C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=CN=C4C(=C3)C=NN4CC5=CC=CC=C5	1-benzyl-N-[2-(4-methylpiperazin-4-ium-1-yl)-5-(trifluoromethyl)phenyl]pyrazolo[3,4-b]pyridine-5-carboxamide	0	0
124002409	CCCC(C)CC1=CC=C(C=C1)C2=C3CC4CC5C(C(=O)C(C(=O)C5(C(=O)C4C(=O)C3=C(C=C2)O)O)C(=O)C)C(C)C	2-acetyl-10,12a-dihydroxy-7-[4-(2-methylpentyl)phenyl]-4-propan-2-yl-4,4a,5,5a,6,11a-hexahydrotetracene-1,3,11,12-tetrone	0	0
31237276	CC1=CC=CC=C1CN(C)C(=O)CCC2=NC3=C(N2C)C=CC(=C3)S(=O)(=O)N4CCOCC4	N-methyl-3-(1-methyl-5-morpholin-4-ylsulfonylbenzimidazol-2-yl)-N-[(2-methylphenyl)methyl]propanamide	0	0
130920120	CCCS(=O)N(C)CCBr	N-(2-bromoethyl)-N-methylpropane-1-sulfinamide	0	0
19142244	CCOC(=O)C1CCCN(C1)C2=C(C(=NC=N2)NC3=CC=CC=C3Cl)N	ethyl 1-[5-amino-6-(2-chloroanilino)pyrimidin-4-yl]piperidine-3-carboxylate	0	0
32316981	CCN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=NN(C(=O)CC3)C4=CC=CC=C4	N-[4-(4-ethylpiperazin-1-yl)sulfonylphenyl]-6-oxo-1-phenyl-4,5-dihydropyridazine-3-carboxamide	0	0
56743239	C1CC(CN(C1)C(=O)C2=CC=CN2)C3=C(C=NN3)CC4=CC=CC=C4	[3-(4-benzyl-1H-pyrazol-5-yl)piperidin-1-yl]-(1H-pyrrol-2-yl)methanone	0	0
30836752	CC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NCC(C3=CC=C(C=C3)[N+](=O)[O-])O)C(F)(F)F	N-[(2S)-2-hydroxy-2-(4-nitrophenyl)ethyl]-1-(4-methylphenyl)-5-(trifluoromethyl)pyrazole-4-carboxamide	0	0
103191429	CCN(CCC(C1=CC=C(C=C1)Br)O)C(C)CN(C)C	1-(4-bromophenyl)-3-[1-(dimethylamino)propan-2-yl-ethylamino]propan-1-ol	0	0
63699374	CN(C)CCN(C)C1=NC2=CC=CC=C2C=C1CN	N'-[3-(aminomethyl)quinolin-2-yl]-N,N,N'-trimethylethane-1,2-diamine	0	0
15709031	CCCCCCCCCCOC(=O)CC(C(=O)O)SCCCC	2-butylsulfanyl-4-decoxy-4-oxobutanoic acid	0	0
6841688	C=CCN1C(=C2C=CC=CC2=O)NN=C1SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)N4CCOCC4	N-[2-morpholin-4-yl-5-(trifluoromethyl)phenyl]-2-[[5-(6-oxocyclohexa-2,4-dien-1-ylidene)-4-prop-2-enyl-1H-1,2,4-triazol-3-yl]sulfanyl]acetamide	0	0
96648914	CCC1=CC(=NC(=N1)NC(C)C2=CC=CC=C2)Cl	4-chloro-6-ethyl-N-[(1S)-1-phenylethyl]pyrimidin-2-amine	0	0
52882438	CC(C(=O)N1CCN(CC1)C2=NC=CC=N2)N3CCC[NH+](CC3)CC4=CC=C(C=C4)F	(2S)-2-[4-[(4-fluorophenyl)methyl]-1,4-diazepan-4-ium-1-yl]-1-(4-pyrimidin-2-ylpiperazin-1-yl)propan-1-one	0	0
60565090	CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=CC(=NC=C2)F	ethyl 3-[(2-fluoropyridine-4-carbonyl)amino]benzoate	0	0
12422030	CC(C)[NH2+]CC1=CC=CC=C1.[Cl-]	benzyl(propan-2-yl)azanium;chloride	0	0
94613368	CC(C(=O)NC1=CC=C(C=C1)C#N)NC	(2R)-N-(4-cyanophenyl)-2-(methylamino)propanamide	0	0
94086139	CCCOC1=CC=C(C=C1)C2CC(=O)NC3=C2SC=C3C4=CC=C(C=C4)OC	(7R)-3-(4-methoxyphenyl)-7-(4-propoxyphenyl)-6,7-dihydro-4H-thieno[3,2-b]pyridin-5-one	0	0
11630144	CCCCN1C2=C(C=C(C=C2)C(=O)N)C(=O)C1=O	1-butyl-2,3-dioxoindole-5-carboxamide	0	0
48502859	COC1=CC=C(C=C1)CNC(=O)CNC(=O)CC2CCCO2	N-[2-[(4-methoxyphenyl)methylamino]-2-oxoethyl]-2-(oxolan-2-yl)acetamide	0	0
128093368	C1CCC(C1)N2CCCCC2C(=O)NC3CCN(C3=O)C4=CC=CC=C4F	1-cyclopentyl-N-[1-(2-fluorophenyl)-2-oxopyrrolidin-3-yl]piperidine-2-carboxamide	0	0
42359454	CC(C)[NH+]1CCNC(=O)C1CC(=O)N2CCN(CC2)C3=[NH+]C=C(C=C3)Cl	(3R)-3-[2-[4-(5-chloropyridin-1-ium-2-yl)piperazin-1-yl]-2-oxoethyl]-4-propan-2-ylpiperazin-4-ium-2-one	0	0
124544227	COCCN1C2=CC=CC=C2C3(C1=O)CCN(CC3)CC4=CC=CC=N4	1-(2-methoxyethyl)-1'-(pyridin-2-ylmethyl)spiro[indole-3,4'-piperidine]-2-one	0	0
80555083	CCCOC1=C(C=CC(=C1)C)NCC2CCCNC2	4-methyl-N-(piperidin-3-ylmethyl)-2-propoxyaniline	0	0
10300139	CC1=CC=CC=C1OC(C)(CC2=CC=C(C=C2)OCCC3=C(OC(=N3)C4(CCCCC4)C)C)C(=O)O	2-methyl-3-[4-[2-[5-methyl-2-(1-methylcyclohexyl)-1,3-oxazol-4-yl]ethoxy]phenyl]-2-(2-methylphenoxy)propanoic acid	0	0
10395459	CCN(C1=CC(=CC(=C1)F)F)C(=O)C2=CN(C3=C(C2=O)C=CC(=C3)OCCCCCCCC[N+]45CCN(CC4)CC5)C6=CC(=CC(=C6)OC)OC.[Br-]	7-[8-(4-aza-1-azoniabicyclo[2.2.2]octan-1-yl)octoxy]-N-(3,5-difluorophenyl)-1-(3,5-dimethoxyphenyl)-N-ethyl-4-oxoquinoline-3-carboxamide;bromide	0	0
55406873	CC1=C(C(=NN1C2=CC=CC=C2)C)CC(=O)NCC(C3=CC=CC=C3)N(C)C	N-[2-(dimethylamino)-2-phenylethyl]-2-(3,5-dimethyl-1-phenylpyrazol-4-yl)acetamide	0	0
102855331	CC(C)(C)NCC1=CN(N=N1)C2=CC(=C(C=C2F)F)Br	N-[[1-(5-bromo-2,4-difluorophenyl)triazol-4-yl]methyl]-2-methylpropan-2-amine	0	0
51814484	CCCN(C(C=CC)C(=O)NC1CCCCC1)C(=O)CO	(Z,2R)-N-cyclohexyl-2-[(2-hydroxyacetyl)-propylamino]pent-3-enamide	0	0
79079452	CC1=C(C(=C(C=C1)N)S(=O)(=O)NCC2CN(CCO2)C)C	6-amino-2,3-dimethyl-N-[(4-methylmorpholin-2-yl)methyl]benzenesulfonamide	0	0
42329660	CC(=O)N1CCN(CC1)C(=O)C2CC(=NO2)CC3=CC=C(C=C3)F	1-[4-[(5R)-3-[(4-fluorophenyl)methyl]-4,5-dihydro-1,2-oxazole-5-carbonyl]piperazin-1-yl]ethanone	0	0
47414283	CN(C1CC1)C(=O)C2=CC(=C(C=C2)N)[N+](=O)[O-]	4-amino-N-cyclopropyl-N-methyl-3-nitrobenzamide	0	0
74755276	CN1C(CC(=O)N(C1=O)C)C[NH+]2CCN(CC2)S(=O)(=O)C3=CC=CS3	1,3-dimethyl-6-[(4-thiophen-2-ylsulfonylpiperazin-1-ium-1-yl)methyl]-1,3-diazinane-2,4-dione	0	0
82251225	CCC(C)N1C=C(C(=O)C2=C1C(=C(C=C2)Cl)C)C(=O)O	1-butan-2-yl-7-chloro-8-methyl-4-oxoquinoline-3-carboxylic acid	0	0
107226837	CC(C)C1=NC(=CC(=N1)NN)N2CCCN(CC2)CCO	2-[4-(6-hydrazinyl-2-propan-2-ylpyrimidin-4-yl)-1,4-diazepan-1-yl]ethanol	0	0
63528130	CNC(CC1=CC(=CC=C1)Cl)C2=C(C=C(C=C2)Br)F	1-(4-bromo-2-fluorophenyl)-2-(3-chlorophenyl)-N-methylethanamine	0	0
63926781	CCC1=C(N=C(N1)C=O)C2=CC=CC=C2	5-ethyl-4-phenyl-1H-imidazole-2-carbaldehyde	0	0
128926509	CC1CCCCN1C(=O)CN2CCN(CC2)C(=O)C3CCCN(C3)C(=O)C	2-[4-(1-acetylpiperidine-3-carbonyl)piperazin-1-yl]-1-(2-methylpiperidin-1-yl)ethanone	0	0
114283196	C1CCCN(CC1)C(CC(=O)O)C2=CC=C(C=C2)I	3-(azepan-1-yl)-3-(4-iodophenyl)propanoic acid	0	0
110171703	C1=CC(=CC=C1CN2C=NC3=C2C(=NC=N3)N)Cl	7-[(4-chlorophenyl)methyl]purin-6-amine	0	0
92695992	CC1CCN(CC1)S(=O)(=O)N2CCCC(C2)C(=O)NCCN3CCOCC3	(3S)-1-(4-methylpiperidin-1-yl)sulfonyl-N-(2-morpholin-4-ylethyl)piperidine-3-carboxamide	0	0
28501565	CCC(C1=C(C=C(C=C1F)F)F)N	(1R)-1-(2,4,6-trifluorophenyl)propan-1-amine	0	0
55051288	C1=CC2=C(C(=C1)OCC3=C(SN=N3)NN)N=CC=C2	[4-(quinolin-8-yloxymethyl)thiadiazol-5-yl]hydrazine	0	0
107792489	CCNC(C1CC1)C2=CC=C(S2)C3=C(C(=C(C=C3)Br)Cl)Cl	N-[[5-(4-bromo-2,3-dichlorophenyl)thiophen-2-yl]-cyclopropylmethyl]ethanamine	0	0
29097467	CN1C2=C(C=C(S2)C(=O)N(C)C3CCCCC3)C(=N1)C(F)(F)F	N-cyclohexyl-N,1-dimethyl-3-(trifluoromethyl)thieno[2,3-c]pyrazole-5-carboxamide	0	0
101371207	CC1(OCC(O1)CC(C(=O)OC)[Si](C)(C)C2=CC=CC=C2)C	methyl (2R)-3-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]-2-[dimethyl(phenyl)silyl]propanoate	0	0
52574904	CCN(CC1=CC=CS1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)NC	1-ethyl-3-[[4-(methylsulfamoyl)phenyl]methyl]-1-(thiophen-2-ylmethyl)urea	0	0
31439239	CC1=CC=C(C=C1)N2C(=C(C(=N2)C)NC(=O)COC(=O)C3=C(N(N=C3C)CC4=CC=CC=C4)C)C	[2-[[3,5-dimethyl-1-(4-methylphenyl)pyrazol-4-yl]amino]-2-oxoethyl] 1-benzyl-3,5-dimethylpyrazole-4-carboxylate	0	0
37206541	CNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C[NH+]2CCC(CC2)CC3=CC=CC=C3	2-(4-benzylpiperidin-1-ium-1-yl)-N-[4-(methylsulfamoyl)phenyl]acetamide	0	0
120237301	CCCC(C(=O)O)NC(=O)C1=CC(=CC=C1)N2CCCS2(=O)=O	2-[[3-(1,1-dioxo-1,2-thiazolidin-2-yl)benzoyl]amino]pentanoic acid	0	0
131279725	COC(=O)CC1=C(N=C(O1)C2CC2)C(=O)O	2-cyclopropyl-5-(2-methoxy-2-oxoethyl)-1,3-oxazole-4-carboxylic acid	0	0
79144551	CC(C)(C1=NOC(=N1)CSC2=C(C=CC(=C2)F)N)N	2-[[3-(2-aminopropan-2-yl)-1,2,4-oxadiazol-5-yl]methylsulfanyl]-4-fluoroaniline	0	0
12581214	CCCCCN(CCC)C1CCC2=C(C1)C=CC=C2O	6-[pentyl(propyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol	0	0
76116758	CCCC(C)CC=CC1CCC(=O)C1CCCCCC(C(=O)O)O	2-hydroxy-7-[2-(4-methylhept-1-enyl)-5-oxocyclopentyl]heptanoic acid	0	0
123097275	CCCCC1=NN=C(N1NC=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)SCC3=CC=C(O3)C(=O)OC(C)C	propan-2-yl 5-[[5-butyl-4-[(3,5-ditert-butyl-4-oxocyclohexa-2,5-dien-1-ylidene)methylamino]-1,2,4-triazol-3-yl]sulfanylmethyl]furan-2-carboxylate	0	0
106114947	CC(C)OCCN(C)CC(CN)OC	2-methoxy-N'-methyl-N'-(2-propan-2-yloxyethyl)propane-1,3-diamine	0	0
51756814	CCCCCCN(C(C1=CC(=C(C=C1)O)OC)C(=O)NC(C)(C)CC(C)(C)C)C(=O)C(CC)CCCC	(2R)-2-ethyl-N-hexyl-N-[(1R)-1-(4-hydroxy-3-methoxyphenyl)-2-oxo-2-(2,4,4-trimethylpentan-2-ylamino)ethyl]hexanamide	0	0
35081355	C[NH+](CCOC1=CC=CC=C1F)CC(=O)NCC2=CN(N=C2)C3=CC=CC=C3	2-(2-fluorophenoxy)ethyl-methyl-[2-oxo-2-[(1-phenylpyrazol-4-yl)methylamino]ethyl]azanium	0	0
1468934	C1CC(N(C1)C(=O)NC2=CC(=CC=C2)Cl)C(=O)NCC3=CC=CO3	(2S)-1-N-(3-chlorophenyl)-2-N-(furan-2-ylmethyl)pyrrolidine-1,2-dicarboxamide	0	0
18761679	CCC(OC(=O)CCC(=O)[O-])OC(=O)C1=CC(=C(C=C1)C(=O)O)C(=O)O	4-[1-(3,4-dicarboxybenzoyl)oxypropoxy]-4-oxobutanoate	0	0
115739133	CC1CN(CCS1)C(=O)C(CC(C)C)N	2-amino-4-methyl-1-(2-methylthiomorpholin-4-yl)pentan-1-one	0	0
122232852	CC1=C(OC(=N1)C(C)C)C2=CC=C(C=C2)Cl	5-(4-chlorophenyl)-4-methyl-2-propan-2-yl-1,3-oxazole	0	0
21496651	CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCC1=C(C(=C(C=C1)C(=O)[O-])C(=O)[O-])CCCC.[Zn+2]	zinc;3,4-dibutylphthalate;octadecanoate	0	0
56664715	CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(CCC34C)NCCN)C	N'-[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,6,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]ethane-1,2-diamine	0	0
50491428	CC1=CC=CC=C1NC(=O)C2=C(C(=CC=C2)NC(=O)CN3CCC(CC3)C(=O)NCC(=O)NC4=CC=CC=C4OC(F)(F)F)C	1-[2-[2-methyl-3-[(2-methylphenyl)carbamoyl]anilino]-2-oxoethyl]-N-[2-oxo-2-[2-(trifluoromethoxy)anilino]ethyl]piperidine-4-carboxamide	0	0
80834821	CCCNC1=CN2C=CN=C2C(=N1)N3CC4CCC(C3)O4	8-(8-oxa-3-azabicyclo[3.2.1]octan-3-yl)-N-propylimidazo[1,2-a]pyrazin-6-amine	0	0
501819	CC(C)(C)NC(=O)C1CCCN1C(=O)C(C(CC2=CC=CC=C2)NC(=O)C(CC(=O)N)NS(=O)(=O)C3=CC=CC4=CC=CC=C43)O	(2S)-N-[(2S,3S)-4-[(2S)-2-(tert-butylcarbamoyl)pyrrolidin-1-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]-2-(naphthalen-1-ylsulfonylamino)butanediamide	0	0
54942339	CCC1=CC=C(C=C1)C(=O)N(C)CC2=CC(=CS2)Br	N-[(4-bromothiophen-2-yl)methyl]-4-ethyl-N-methylbenzamide	0	0
70242121	CCC(CCC1=CC=C(C=C1)C2CCC(C2)Cl)N(CCC3=CC=CC=C3)C(C)C.CC#N	acetonitrile;1-[4-(3-chlorocyclopentyl)phenyl]-N-(2-phenylethyl)-N-propan-2-ylpentan-3-amine	0	0
