CID	CanonicalSMILES	IUPACName	result	binding
85812634	CC(C(C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CO)NC(=O)C1CCCN1)O	3-hydroxy-2-[[3-hydroxy-2-[[2-[[3-hydroxy-2-(pyrrolidine-2-carbonylamino)propanoyl]amino]acetyl]amino]butanoyl]amino]propanoic acid	0	0
18442839	C1COCC2=C1N=C(S2)C(=O)O	6,7-dihydro-4H-pyrano[4,3-d][1,3]thiazole-2-carboxylic acid	0	0
76049335	CC1C(C(NN1)C)CNCCN2CCN(CC2)C3=CC=CC=C3	N-[(3,5-dimethylpyrazolidin-4-yl)methyl]-2-(4-phenylpiperazin-1-yl)ethanamine	0	0
42139340	CC1CCN(CC1)C(=O)CSC2=NN=C(C=C2)NC(=O)C3=CC=CO3	N-[6-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanylpyridazin-3-yl]furan-2-carboxamide	0	0
123762967	C1CC(CC(C1)CCC(=O)CC#N)CCC2=NC(=NC(=C2)C(=O)N)C3=CN=C4N3C=C(C=C4)F	6-[2-[3-(4-cyano-3-oxobutyl)cyclohexyl]ethyl]-2-(6-fluoroimidazo[1,2-a]pyridin-3-yl)pyrimidine-4-carboxamide	0	0
113717547	CCOCC(C)NC1=CC(=C(C=C1)N)CC#N	2-[2-amino-5-(1-ethoxypropan-2-ylamino)phenyl]acetonitrile	0	0
19033417	CN(C)C[C-](C1=CC=CC=C1)C2=CC=CC=C2.CN(C)C[C-](C1=CC=CC=C1)C2=CC=CC=C2.CN(C)C[C-](C1=CC=CC=C1)C2=CC=CC=C2.[CH-]1C=CC2=CC=CC=C21.[CH-]1C=CC2=CC=CC=C21.[CH-]1C=CC2=CC=CC=C21.[Cl-].[Cl-].[Cl-].[Zr+2].[Zr+2].[Zr+2]	N,N-dimethyl-2,2-diphenylethanamine;1H-inden-1-ide;zirconium(2+);trichloride	0	0
27390781	C1CN(CCC1C(=O)NCC2=CC=CC=C2)CN3N=C(N=N3)C4=CC=CC=C4	N-benzyl-1-[(5-phenyltetrazol-2-yl)methyl]piperidine-4-carboxamide	0	0
36388985	CC(C)C(C1=CC=CS1)NCC(=O)NC2=CC(=C(C=C2)Cl)S(=O)(=O)N(C)C	N-[4-chloro-3-(dimethylsulfamoyl)phenyl]-2-[[(1R)-2-methyl-1-thiophen-2-ylpropyl]amino]acetamide	0	0
1965030	COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=CC(=C3)OC)OC)CC4=CC=CS4	N-(3,5-dimethoxyphenyl)-2-[[4-(4-methoxyphenyl)-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl]acetamide	0	0
92416956	CC(=O)NC1=CC=C(C=C1)NCC2=CC3=C(C=CC(=C3)C(C)(C)C)NC2=O	N-[4-[(6-tert-butyl-2-oxo-1H-quinolin-3-yl)methylamino]phenyl]acetamide	0	0
103128740	C1COC2=C(O1)C=CC(=C2)C(C3=C4C=CC=CN4N=C3)O	2,3-dihydro-1,4-benzodioxin-6-yl(pyrazolo[1,5-a]pyridin-3-yl)methanol	0	0
121275411	C1C=CC=CC1C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC5=C(C=C4)C6=C(C7=C(O6)C=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC1=C9OC2=CC=CC=C12)C1=CC=CC=C15	5-N-(4-cyclohexa-2,4-dien-1-ylphenyl)-18-N-dibenzofuran-4-yl-5-N,18-N-diphenyl-21-oxapentacyclo[12.7.0.02,7.08,13.015,20]henicosa-1(14),2(7),3,5,8,10,12,15(20),16,18-decaene-5,18-diamine	0	0
121458347	CC(C(C1=CC=C(C=C1)C2=CC=CC=C2)OCC3CC3)OCC4=CC=CC=C4	1-[(1R,2S)-1-(cyclopropylmethoxy)-2-phenylmethoxypropyl]-4-phenylbenzene	0	0
69242759	CC(=O)N1CCC(CC1)OCOC2=CC3=C(C=C2)N=CN=C3NC4=C(C(=CC=C4)Cl)F.CNC	1-[4-[[4-(3-chloro-2-fluoroanilino)quinazolin-6-yl]oxymethoxy]piperidin-1-yl]ethanone;N-methylmethanamine	0	0
20309479	CCC1=CC(=C(C=C1)C2=NNC(=O)CC2)OCC(CNC(C)(C)C)O	3-[2-[3-(tert-butylamino)-2-hydroxypropoxy]-4-ethylphenyl]-4,5-dihydro-1H-pyridazin-6-one	0	0
123083613	CCC1=NN=C(N1NC=C2C=CC(=O)C(=C2)OCC)SCC3=CC=CC=C3Cl	(4E)-4-[[[3-[(2-chlorophenyl)methylsulfanyl]-5-ethyl-1,2,4-triazol-4-yl]amino]methylidene]-2-ethoxycyclohexa-2,5-dien-1-one	0	0
37513839	CCOC1=C(C=C(C=C1)C(=O)C)CN2C(=O)C(NC2=O)(C)C3=CC4=CC=CC=C4O3	(5S)-3-[(5-acetyl-2-ethoxyphenyl)methyl]-5-(1-benzofuran-2-yl)-5-methylimidazolidine-2,4-dione	0	0
80203581	CC1(CC(C2=CN=C(N=C2C1)C3=CC(=CN=C3)Br)NC)C	2-(5-bromopyridin-3-yl)-N,7,7-trimethyl-6,8-dihydro-5H-quinazolin-5-amine	0	0
38771026	CC1=CC(=NC2=NC(=NN12)CC(=O)NCCC34CC5CC(C3)CC(C5)C4)C	N-[2-(1-adamantyl)ethyl]-2-(5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)acetamide	0	0
106214802	C1CC1(C(F)(F)F)NC2=C(C=C(C=C2)Br)[N+](=O)[O-]	4-bromo-2-nitro-N-[1-(trifluoromethyl)cyclopropyl]aniline	0	0
64715920	CC(=O)CC(C)(C)C1=C(N=CC=C1)N	4-(2-aminopyridin-3-yl)-4-methylpentan-2-one	0	0
55318788	CC(C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])Cl)OC(=O)C2=CC=C(C=C2)[N+](=O)[O-]	[1-(2-chloro-5-nitroanilino)-1-oxopropan-2-yl] 4-nitrobenzoate	0	0
22687765	CCOC1=C(C=CC(=C1)C=C(C#N)C(=O)O)OCCOC2=CC=C(C=C2)F	2-cyano-3-[3-ethoxy-4-[2-(4-fluorophenoxy)ethoxy]phenyl]prop-2-enoic acid	0	0
55401588	CC1=CC=C(S1)C(=O)CCC(=O)OCC(=O)N2CCCCCCC2	[2-(azocan-1-yl)-2-oxoethyl] 4-(5-methylthiophen-2-yl)-4-oxobutanoate	0	0
67174381	B1(C2=C(CO1)C=CC(=C2)NS(=O)(=O)C3=C(C=C(C=C3C)N)C)O	4-amino-N-(1-hydroxy-3H-2,1-benzoxaborol-6-yl)-2,6-dimethylbenzenesulfonamide	0	0
51698669	C1CC1C2=NN(C3C2C(=CC(=O)N3)C(=O)O)C4=CC=C(C=C4)F	(3aS,7aR)-3-cyclopropyl-1-(4-fluorophenyl)-6-oxo-7,7a-dihydro-3aH-pyrazolo[3,4-b]pyridine-4-carboxylic acid	0	0
129330217	CC1=C(C=CC=N1)OC2CCN(C2)S(=O)(=O)C3=CC4=C(C=C3)OCC(=O)N4	6-[(3R)-3-(2-methylpyridin-3-yl)oxypyrrolidin-1-yl]sulfonyl-4H-1,4-benzoxazin-3-one	0	0
7066477	CC(C)(C)C1CCC(=O)C(C1)C2(C3=CC=CC=C3NC2=O)O	(3S)-3-[(1S,5R)-5-tert-butyl-2-oxocyclohexyl]-3-hydroxy-1H-indol-2-one	0	0
11114939	C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)NC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O	2-[2-[2-[2-[bis(carboxymethyl)amino]ethoxy]ethoxy]ethyl-[2-(5-chloro-2,4-disulfamoylanilino)-2-oxoethyl]amino]acetic acid	0	0
103135356	CC1=CN=C(C=N1)C(C2=NN(C=C2)C)N	(5-methylpyrazin-2-yl)-(1-methylpyrazol-3-yl)methanamine	0	0
84682093	C1C2CC1CN(C2)CCC3=CC=C(C=C3)N	4-[2-(3-azabicyclo[3.1.1]heptan-3-yl)ethyl]aniline	0	0
34829362	CCCC1=CC=[N+](C=C1)C(=C(NC2CC3CCC2C3)S)C(=O)C4=C(C5=CC=CC=C5S4)C	(E)-3-[[(1R,2R,4S)-2-bicyclo[2.2.1]heptanyl]amino]-1-(3-methyl-1-benzothiophen-2-yl)-2-(4-propylpyridin-1-ium-1-yl)-3-sulfanylprop-2-en-1-one	0	0
109872815	CC(C)C1=NC=C(C=C1)C(=O)N2CCCC2CO	[(2R)-2-(hydroxymethyl)pyrrolidin-1-yl]-(6-propan-2-ylpyridin-3-yl)methanone	0	0
20817985	C1CC[N+](C1)(CCCCCC[N+]2(CCCC2)C3CCN(C3)C4=CC=C(C=C4)N)C5CCN(C5)C6=CC=C(C=C6)N	4-[3-[1-[6-[1-[1-(4-aminophenyl)pyrrolidin-3-yl]pyrrolidin-1-ium-1-yl]hexyl]pyrrolidin-1-ium-1-yl]pyrrolidin-1-yl]aniline	0	0
42480874	COC1=CC(=CC=C1)OCC(CNC2CCN(CC2)C3=CC=C(C=C3)C(=O)NC4CCCC4)O	N-cyclopentyl-4-[4-[[(2S)-2-hydroxy-3-(3-methoxyphenoxy)propyl]amino]piperidin-1-yl]benzamide	0	0
62903567	CC(C)N1C=C(C=N1)NC2=NC3=C(CCCC3)C=C2C#N	2-[(1-propan-2-ylpyrazol-4-yl)amino]-5,6,7,8-tetrahydroquinoline-3-carbonitrile	0	0
102084124	C1=CC=C(C=C1)S(=O)C2=C3C=CC(=CC3=C(C4=CC5=CC=CC=C5C=C42)C6=CC=C(C=C6)Br)Br	5-(benzenesulfinyl)-2-bromo-12-(4-bromophenyl)tetracene	0	0
109477879	CCC(CS(=O)(=O)C1=CC=CC=C1)NC(=NCC2(CCCCC2)CCO)NCC.I	1-[1-(benzenesulfonyl)butan-2-yl]-3-ethyl-2-[[1-(2-hydroxyethyl)cyclohexyl]methyl]guanidine;hydroiodide	0	0
98084290	CCN1C(=O)CC(SC1=NC2=CC(=C(C=C2)Cl)Cl)C(=O)NC3=CC(=CC=C3)OCC	(6S)-2-(3,4-dichlorophenyl)imino-N-(3-ethoxyphenyl)-3-ethyl-4-oxo-1,3-thiazinane-6-carboxamide	0	0
94776882	CC(=O)C(C1=CC=C(C=C1)Br)Cl	(1S)-1-(4-bromophenyl)-1-chloropropan-2-one	0	0
27713612	CC1=CC=C(C=C1)C2=C(N=C(N2)SCC(=O)N(C3CC3)C4CCS(=O)(=O)C4)C5=CC=C(C=C5)C	2-[[4,5-bis(4-methylphenyl)-1H-imidazol-2-yl]sulfanyl]-N-cyclopropyl-N-[(3R)-1,1-dioxothiolan-3-yl]acetamide	0	0
57145254	CCCCCCC=CC1CCCC1C(=O)O	2-oct-1-enylcyclopentane-1-carboxylic acid	0	0
68605795	COC(C(C1=NC=NC=N1)N)(C(=O)O)OC	3-amino-2,2-dimethoxy-3-(1,3,5-triazin-2-yl)propanoic acid	0	0
56833917	CCC1=CC(=O)C2=C(C=C3C(=C2O1)C(=O)C4=C(C3=O)C=CC=C4OC)C	2-ethyl-11-methoxy-5-methylnaphtho[2,3-h]chromene-4,7,12-trione	0	0
91488202	CC1=NC(=C(S1)C=C(C#N)C2=CSC(=N2)C3=CC=CC=C3)C(F)(F)F	3-[2-methyl-4-(trifluoromethyl)-1,3-thiazol-5-yl]-2-(2-phenyl-1,3-thiazol-4-yl)prop-2-enenitrile	0	0
46838519	C1=CC=C(C=C1)CN2C(=S)C3=CC=CC=C3OC2=S	3-benzyl-1,3-benzoxazine-2,4-dithione	0	0
43543033	C1=CN=CC=C1N2C=C(C=N2)C=O	1-pyridin-4-ylpyrazole-4-carbaldehyde	0	0
118464324	C1=CC=C(C=C1)C=NC2=CC=CC=C2C(C3=CC=CC(=C3)C#N)N	3-[amino-[2-(benzylideneamino)phenyl]methyl]benzonitrile	0	0
74435573	CN(C)C1=CC=C(C=C1)C=CC2=NC3=C(O2)C=C(C=C3)OCCNCCOC(C(F)(F)F)(C(F)(F)F)F.Cl	4-[2-[6-[2-[2-(1,1,1,2,3,3,3-heptafluoropropan-2-yloxy)ethylamino]ethoxy]-1,3-benzoxazol-2-yl]ethenyl]-N,N-dimethylaniline;hydrochloride	0	0
61944312	CC(C1=CC(=CC=C1)F)NC(=O)C2=C(C=CC(=C2)N)Br	5-amino-2-bromo-N-[1-(3-fluorophenyl)ethyl]benzamide	0	0
89546657	CC1CCCC(C1)CN=C(N)N(C)C(=O)CCC2CCCCC2	3-cyclohexyl-N-methyl-N-[N'-[[(1R,3S)-3-methylcyclohexyl]methyl]carbamimidoyl]propanamide	0	0
48173547	CC1=NC2=CC=CC=C2C(=C1CC(=O)NCC(C)CN3C=CC=N3)C4=CC=CC=C4	2-(2-methyl-4-phenylquinolin-3-yl)-N-(2-methyl-3-pyrazol-1-ylpropyl)acetamide	0	0
5825875	CCOC1=CC=C(C=C1)OCC2=CC=C(C=C2)C(=O)NN=C(C)C3=CC=C(C=C3)OC(F)F	N-[(Z)-1-[4-(difluoromethoxy)phenyl]ethylideneamino]-4-[(4-ethoxyphenoxy)methyl]benzamide	0	0
41582009	CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OCC2=NN=NN2CC3=CC=CC=C3)[N+](=O)[O-]	4-[(1-benzyltetrazol-5-yl)methoxy]-N,N-diethyl-3-nitrobenzenesulfonamide	0	0
90089314	C1CC2=CC(=CC3=C2C4=C(N3C5=CC(=CC(=C5)C6=CC=CC=C6)C7=CC=CC=C7)C=C(C=C41)N8C9=C(C=C(C=C9)F)C1=C8C=CC(=C1)F)N1C2=C(C=C(C=C2)F)C2=C1C=CC(=C2)F	3,10-bis(3,6-difluorocarbazol-9-yl)-15-(3,5-diphenylphenyl)-15-azatetracyclo[10.2.1.05,14.08,13]pentadeca-1,3,5(14),8(13),9,11-hexaene	0	0
42938519	CC1=CC(=C(C=C1)S(=O)(=O)N(C)C(C)C2=CC=CC=C2)Cl	2-chloro-N,4-dimethyl-N-(1-phenylethyl)benzenesulfonamide	0	0
123720787	CC1CCC=CC2CC2(NC(=O)C3CC(CN3C(=O)C(C(C1)C)NC(=O)OC(C)(C)C(C)(F)F)OC4=NC=CC5=C4C=CC6=C5OCC6)C(=O)NS(=O)(=O)C7(CC7)C	(3,3-difluoro-2-methylbutan-2-yl) N-[18-(2,3-dihydrofuro[2,3-f]isoquinolin-6-yloxy)-11,13-dimethyl-4-[(1-methylcyclopropyl)sulfonylcarbamoyl]-2,15-dioxo-3,16-diazatricyclo[14.3.0.04,6]nonadec-7-en-14-yl]carbamate	0	0
65728933	CN(CC1=CC=CS1)S(=O)(=O)C2=C(C(=C(C=C2)Cl)CO)Cl	2,4-dichloro-3-(hydroxymethyl)-N-methyl-N-(thiophen-2-ylmethyl)benzenesulfonamide	0	0
24415104	COC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)CN3C(=O)C4=CC=CC=C4C3=O)[N+](=O)[O-]	2-[[4-(4-methoxy-3-nitrophenyl)sulfonylpiperazin-1-yl]methyl]isoindole-1,3-dione	0	0
23859602	CCOC(=O)C1CCN(CC1)C(=O)C2=C(C3=C(S2)N=C(C(=C3C4=CC=CC=C4)C#N)N)N	ethyl 1-(3,6-diamino-5-cyano-4-phenylthieno[2,3-b]pyridine-2-carbonyl)piperidine-4-carboxylate	0	0
17897479	COC1=C(C=C2C(=C1)C=C(C(=N2)NC3=CC=CC(=C3)CCl)C#N)OC	2-[3-(chloromethyl)anilino]-6,7-dimethoxyquinoline-3-carbonitrile	0	0
31500595	CC(C(=O)NC1CCOC2=CC=CC=C12)SC3=NC(=CS3)C4=CC=CC=C4	(2S)-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-2-[(4-phenyl-1,3-thiazol-2-yl)sulfanyl]propanamide	0	0
123830866	CC(CN1C=CC(=N1)N2C=C3C(=CC=C(N3)C4=CC(=C(N=C4)OC)OC)C2=O)O	2-(5,6-dimethoxypyridin-3-yl)-6-[1-[(2R)-2-hydroxypropyl]pyrazol-3-yl]-1H-pyrrolo[3,4-b]pyridin-5-one	0	0
122803317	CCCCOC1=CC=CC(=C1)C2C(=C(C(=O)N2C3=CC=C(C=C3)S(=O)(=O)N)O)C4=CC=C(C=C4)OCC	4-[2-(3-butoxyphenyl)-3-(4-ethoxyphenyl)-4-hydroxy-5-oxo-2H-pyrrol-1-yl]benzenesulfonamide	0	0
16429282	CCCCOC1=CC=CC=C1C=C2C(=O)N(C(=S)S2)C3CCS(=O)(=O)C3	(5E)-5-[(2-butoxyphenyl)methylidene]-3-(1,1-dioxothiolan-3-yl)-2-sulfanylidene-1,3-thiazolidin-4-one	0	0
89644514	CC1=NN(C=C1)C2=CC(=C(C=C2OC)NC3=NN4CCCCC(C4=N3)C5=CC=C(C=C5)OC(F)(F)F)F	N-[2-fluoro-5-methoxy-4-(3-methylpyrazol-1-yl)phenyl]-9-[4-(trifluoromethoxy)phenyl]-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[1,5-a]azepin-2-amine	0	0
103883524	CN1C=NC(=N1)CNC(=O)C2=CC=C(C=C2)C(=S)N	4-carbamothioyl-N-[(1-methyl-1,2,4-triazol-3-yl)methyl]benzamide	0	0
81226743	CC1=NC=C(C(=C1)Cl)C(=O)NC2=CC=CC=C2C(=O)O	2-[(4-chloro-6-methylpyridine-3-carbonyl)amino]benzoic acid	0	0
4791472	CC1=CC(=CC=C1)N2C(=O)C3=CC=CC=C3C(=CC4=CC(=C(C=C4)SC5=NN=CN5C)[N+](=O)[O-])C2=O	2-(3-methylphenyl)-4-[[4-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]-3-nitrophenyl]methylidene]isoquinoline-1,3-dione	0	0
12780953	CC(C)C=CC1CC1C(=O)OC	methyl 2-[(E)-3-methylbut-1-enyl]cyclopropane-1-carboxylate	0	0
81409958	CC(C1=CC=NC=C1)NCCC(=O)O	3-[[(1R)-1-pyridin-4-ylethyl]amino]propanoic acid	0	0
104898994	C1=CC=C(C=C1)C(C(=O)O)NC(=O)NCC2=CNN=C2	(2S)-2-phenyl-2-(1H-pyrazol-4-ylmethylcarbamoylamino)acetic acid	0	0
48543710	C1CS(=O)(=O)CC1C(=O)NN=CC2=CC=C(C=C2)OCC3=NOC=N3	N-[(E)-[4-(1,2,4-oxadiazol-3-ylmethoxy)phenyl]methylideneamino]-1,1-dioxothiolane-3-carboxamide	0	0
90500741	C1=CC=C2C(=C1)N=C(S2)CCC3=NN=C(O3)SCC(=O)NCC4=CN=CC=C4	2-[[5-[2-(1,3-benzothiazol-2-yl)ethyl]-1,3,4-oxadiazol-2-yl]sulfanyl]-N-(pyridin-3-ylmethyl)acetamide	0	0
65980081	CCC(C#N)N1CCC(C1)CC(=O)O	2-[1-(1-cyanopropyl)pyrrolidin-3-yl]acetic acid	0	0
16550979	CC12CCC(=O)N1C(CS2)C(=O)NC3=C(C=CC(=C3)Cl)N4CCOCC4	N-(5-chloro-2-morpholin-4-ylphenyl)-7a-methyl-5-oxo-2,3,6,7-tetrahydropyrrolo[2,1-b][1,3]thiazole-3-carboxamide	0	0
102488965	CC(=O)CCCCC(C)(C)C(=O)OCC(F)(F)F	2,2,2-trifluoroethyl 2,2-dimethyl-7-oxooctanoate	0	0
112006237	CC1=C(C(=NN1C)C)CNC(=NC)NCC(C)OC2=CC=CC=C2Cl.I	1-[2-(2-chlorophenoxy)propyl]-2-methyl-3-[(1,3,5-trimethylpyrazol-4-yl)methyl]guanidine;hydroiodide	0	0
101409884	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OCC5CC5)C)C	(3S,8S,9S,10R,13R,14S,17R)-3-(cyclopropylmethoxy)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene	0	0
115068100	CC1(CN(C(=O)CO1)CC2=CC(=CC=C2)C(F)(F)F)CCN	6-(2-aminoethyl)-6-methyl-4-[[3-(trifluoromethyl)phenyl]methyl]morpholin-3-one	0	0
29357642	CS(=O)(=O)NC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2SCC3CCCO3	N-[4-(methanesulfonamido)phenyl]-2-[[(2S)-oxolan-2-yl]methylsulfanyl]benzamide	0	0
12911716	CC1=C(N2C(C(C2=O)(NC(=O)C(C3=CC=CS3)NC(=O)N)OC)SC1)C(=O)OC	methyl 7-[[2-(carbamoylamino)-2-thiophen-2-ylacetyl]amino]-7-methoxy-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	0	0
54259179	COC(=O)CN1C=CSC1N	methyl 2-(2-amino-2H-1,3-thiazol-3-yl)acetate	0	0
56214753	CC1=C(C(=NN1CC(C)C)C)CC(=O)NCCC(C2=NC=CN2C)(C(F)(F)F)O	2-[3,5-dimethyl-1-(2-methylpropyl)pyrazol-4-yl]-N-[4,4,4-trifluoro-3-hydroxy-3-(1-methylimidazol-2-yl)butyl]acetamide	0	0
126237136	CCC(C)OC1=C(C=C(C=C1)C=C2C(=O)N(C(=NC3=CC=C(C=C3)OC)S2)CC)OC	(5E)-5-[[4-[(2S)-butan-2-yl]oxy-3-methoxyphenyl]methylidene]-3-ethyl-2-(4-methoxyphenyl)imino-1,3-thiazolidin-4-one	0	0
49981978	CC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2F)NC(=O)CNC(=O)C3CCN(CC3)C(C)C(=O)NC4=C(C=CC(=C4)C(=O)NC5CCCC5)C	1-[1-[5-(cyclopentylcarbamoyl)-2-methylanilino]-1-oxopropan-2-yl]-N-[2-[5-[(2-fluorophenyl)carbamoyl]-2-methylanilino]-2-oxoethyl]piperidine-4-carboxamide	0	0
126290072	CCOC1=C(C(=C(C(=C1)C=NN2C(=NC3=CC=CC=C3C2=O)C4=CC5=C(O4)C=CC(=C5)Cl)Br)Cl)OCC(=O)N	2-[3-bromo-2-chloro-4-[[2-(5-chloro-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]-6-ethoxyphenoxy]acetamide	0	0
108431824	CCCN1C(=O)C(=C(C1=O)NC2=CC=C(C=C2)N3CCN(CC3)C)C4=C(C=C(C=C4)C)C	3-(2,4-dimethylphenyl)-4-[4-(4-methylpiperazin-1-yl)anilino]-1-propylpyrrole-2,5-dione	0	0
100960797	CCCCCCCC(CC(=O)O)C(C1=CC=CC=C1)(C2=CC=C(C=C2)C(=O)O)O	4-[2-(carboxymethyl)-1-hydroxy-1-phenylnonyl]benzoic acid	0	0
122016162	C1CC2CN(CC2(C1)C(=O)O)C(=O)NCCC3CC4CC3C=C4	(3aS,6aR)-2-[2-[(1S,4S)-2-bicyclo[2.2.1]hept-5-enyl]ethylcarbamoyl]-1,3,4,5,6,6a-hexahydrocyclopenta[c]pyrrole-3a-carboxylic acid	0	0
120129797	C1CNCCC12CC2C(=O)NCCC3=NC4=CC=CC=C4N3	N-[2-(1H-benzimidazol-2-yl)ethyl]-6-azaspiro[2.5]octane-2-carboxamide	0	0
106146145	CC(C)C1CN(C1)CC(C)(C)CCCO	4,4-dimethyl-5-(3-propan-2-ylazetidin-1-yl)pentan-1-ol	0	0
58301200	COC1=CC2=C(C=C1)SC(=N2)NN=C3C4=CC=CC=C4C=C(C3=O)C(=O)NC5=CC=C(C=C5)CO	(4Z)-N-[4-(hydroxymethyl)phenyl]-4-[(5-methoxy-1,3-benzothiazol-2-yl)hydrazinylidene]-3-oxonaphthalene-2-carboxamide	0	0
28442576	CC1=CC(=C(C(=C1)C)C(C)NC(C)COC)C	(2S)-1-methoxy-N-[(1R)-1-(2,4,6-trimethylphenyl)ethyl]propan-2-amine	0	0
43012430	CCOC1=C(C=C(C=C1)NC(=O)COC2=C(C=C(C=C2)C=O)OC)S(=O)(=O)N3CCCC3	N-(4-ethoxy-3-pyrrolidin-1-ylsulfonylphenyl)-2-(4-formyl-2-methoxyphenoxy)acetamide	0	0
80529825	CSC1=CC=C(C=C1)C(C2=C(C=CS2)Cl)N	(3-chlorothiophen-2-yl)-(4-methylsulfanylphenyl)methanamine	0	0
55608023	CC1=CC=C(O1)C2=NC(=CS2)CC(=O)NCC3=CC=C(C=C3)NC(=O)C4=CC=CO4	N-[4-[[[2-[2-(5-methylfuran-2-yl)-1,3-thiazol-4-yl]acetyl]amino]methyl]phenyl]furan-2-carboxamide	0	0
84013087	CNCCC(=O)NCC(=O)NCC(=O)N	N-[2-[(2-amino-2-oxoethyl)amino]-2-oxoethyl]-3-(methylamino)propanamide	0	0
89747456	CCC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)(C)O)C)COCCCCOC)C	(3R,6R,9R,12S,15R,18R,21R,24S,27R,30R,33S)-30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-24-(2-hydroxy-2-methylpropyl)-27-(4-methoxybutoxymethyl)-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	0	0
91351359	CC(C)(C)[Si](C)(C)OC(C1CCC(N1)CC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3	tert-butyl-dimethyl-[(R)-[(2R)-5-[(4-nitrophenyl)methyl]pyrrolidin-2-yl]-phenylmethoxy]silane	0	0
104472308	CC(C(C)N)C(=O)NC1=CC=CC2=C1C(=O)NNC2=O	3-amino-N-(1,4-dioxo-2,3-dihydrophthalazin-5-yl)-2-methylbutanamide	0	0
33185797	CC(C)C(CNC(=O)C(C)N1C(=C)C2=CC=CC=C2C1=O)N3CCC4=CC=CC=C4C3	(2S)-N-[(2S)-2-(3,4-dihydro-1H-isoquinolin-2-yl)-3-methylbutyl]-2-(1-methylidene-3-oxoisoindol-2-yl)propanamide	0	0
128231221	C1CC2C(CNC2=O)N(C1)C(=O)NC3CCC4=C3C=CC=C4F	(4aR,7aS)-N-(4-fluoro-2,3-dihydro-1H-inden-1-yl)-5-oxo-3,4,4a,6,7,7a-hexahydro-2H-pyrrolo[3,4-b]pyridine-1-carboxamide	0	0
26668172	CC(C1=CC2=C(C=C1)OCO2)NC(=O)CN3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C#N	N-[(1R)-1-(1,3-benzodioxol-5-yl)ethyl]-2-[4-(4-cyanophenyl)sulfonylpiperazin-1-yl]acetamide	0	0
22799995	CN(C)CCCNC(=O)C1OC(C2=C(O1)C=CC(=C2)Cl)C3=CC=CC=C3.Cl	(2R,4S)-6-chloro-N-[3-(dimethylamino)propyl]-4-phenyl-4H-1,3-benzodioxine-2-carboxamide;hydrochloride	0	0
120235804	CC(C)C(=O)NC1=NC(=CS1)CC(=O)N2CC(CC2C(=O)O)OC	4-methoxy-1-[2-[2-(2-methylpropanoylamino)-1,3-thiazol-4-yl]acetyl]pyrrolidine-2-carboxylic acid	0	0
92045155	C1=C(C2=C[NH+]=CN=C2N1)C(=O)N	7H-pyrrolo[2,3-d]pyrimidin-3-ium-5-carboxamide	0	0
5825744	CCOC1=C(C=C(C=C1)C(=O)ON=C(C2=CC(=C(C=C2)OC)OC)N)OCC	[(E)-[amino-(3,4-dimethoxyphenyl)methylidene]amino] 3,4-diethoxybenzoate	0	0
